14:04:32  27,87,79,16,11,22,82,92,3,65,17,71,71
14:04:33  78,19,70,56,18,32,25,74,83,18,89,41,5
14:04:35  40,12,89,44,78,82,98,38,11,26,99,42,93
14:07:12 ,28,4,94,62,88,36,20,15,5,62,18,58,56
14:07:12 ,40,80,96,32,79,82,90,67,19,69,84,31,40
14:07:12 ,21,49,54,23,59,82,27,5,97,67,41,69,83
14:07:12 ,98,31,1,8,39,93,88,88,26,19,70,16,39
14:07:12 ,42,38,23,25,78,97,27,85,20,86,19,99,91
14:07:12 ,16,67,84,37,50,83,69,3,91,60,49,32,0
14:07:12 ,75,3,23,43,42,17,33,18,94,64,15,21,49
14:07:12 ,35,59,68,34,2,37,53,87,74,55,22,43,59
14:07:12 ,65,56,60,97,56,35,1,79,30,95,96,16,13
14:07:12 ,91,80,28,64,29,15,24,97,50,26,86,3,65
14:07:12 ,61,59,87,56,70,5,12,30,2,21,17,55,52
14:07:12 ,99,51,49,15,64,92,95,45,56,76,60,32,26
14:07:12 ,62,11,12,66,76,73,77,16,30,99,73,94,81
14:07:12 ,75,15,50,83,68,49,34,69,65,50,13,12,95
14:07:12 ,21,89,56,54,67,18,65,79,36,93,53,65,61
14:07:12 ,35,16,34,29,97,62,97,47,45,65,49,31,86
14:07:12 ,66,81,99,78,77,20,19,85,26,86,55,91,18
14:07:12 ,44,37,71,9,50,58,78,37,87,75,99,84,75
14:07:12 ,96,1,24,27,39,90,8,38,20,37,11,92,22
14:07:12 ,37,30,30,81,48,74,70,71,35,20,29,13,57
14:07:12 ,69,41,8,5,16,4,7,92,31,46,34,40,37
14:07:12 ,6,29,48,98,52,37,29,82,18,77,8,88,49
14:07:12 ,43,61,30,57,18,99,98,79,5,66,83,64,58
14:07:12 ,15,62,44,7,99,50,36,99,49,40,37,30,74
14:07:12 ,7,7,82,96,8,26,57,91,35,27,90,33,6
14:07:12 ,47,51,42,11,61,57,74,5,16,25,55,4,77
14:07:12 ,56,97,14,38,23,21,98,6,69,6,84,78,49
14:07:12 ,19,6,40,4,64,39,55,6,51,16,15,77,73
14:07:12 ,83,54,80,88,31,37,37,97,27,60,71,25,66
14:07:12 ,40,32,2,19,33,73,77,73,77,93,13,84,0
14:07:12 ,16,52,15,45,25,51,51,6,39,83,95,76,32
14:07:12 ,22,36,3,48,55,96,32,9,67,65,83,44,91
14:07:12 ,12,37,56,97,89,72,49,57,69,75,8,20,33
14:07:12 ,99,55,28,75,40,2,63,43,50,70,91,82,80
14:07:12 ,58,0,15,54,91,27,92,47,24,33,71,26,90
14:07:12 ,92,1,98,64,86,49,72,14,24,12,16,40,7
14:07:12 ,19,62,99,53,94,9,53,9,64,44,37,56,43
14:07:12 ,61,41,66,87,32,58,40,82,23,26,32,95,92
14:07:12 ,8,59,61,0,66,80,63,17,33,9,27,39,19
14:07:12 ,91,35,56,99,79,69,40,45,9,24,56,1,7
14:07:12 ,79,80,91,26,72,51,85,85,52,3,65,67,21
14:07:12 ,51,28,0,90,47,43,77,55,42,56,25,34,54
14:07:12 ,86,59,10,87,18,41,67,61,67,92,12,4,77
14:07:12 ,16,7,95,35,80,46,64,32,88,63,75,65,19
14:07:12 ,69,74,96,4,28,82,15,90,21,33,31,41,46
14:07:12 ,98,33,10,2,10,79,61,5,14,42,3,30,26
14:07:12 ,43,46,2,61,17,71,35,13,75,15,47,42,57
14:07:12 ,20,27,88,61,73,38,94,84,92,57,63,53,14
14:07:12 ,29,47,18,12,74,13,58,76,74,75,99,61,40
14:07:12 ,27,28,39,69,85,59,97,73,21,22,11,67,58
14:07:12 ,55,24,21,9,39,3,8,9,67,82,22,77,10
14:07:13 ,97,4,10,10,44,89,39,83,58,24,94,7,98
14:07:13 ,15,30,61,83,88,69,59,62,78,98,17,86,59
14:07:13 ,84,21,82,13,31,31,17,93,41,61,82,80,96
14:07:13 ,93,5,90,52,55,58,82,68,93,23,37,52,37
14:07:13 ,67,3,54,6,14,90,27,96,3,10,27,20,4
14:07:13 ,21,33,38,1,81,83,58,23,36,65,33,70,86
14:07:13 ,26,45,75,31,82,43,86,88,49,0,30,28,49
14:07:13 ,33,38,28,5,94,49,90,85,3,71,68,61,47
14:07:13 ,56,79,80,27,65,59,24,92,90,59,35,28,47
14:07:13 ,36,28,78,64,29,63,3,58,21,49,7,63,34
14:07:13 ,10,87,3,24,34,11,55,14,90,72,25,15,64
14:07:13 ,15,74,0,95,73,88,76,3,53,5,19,8,63
14:07:13 ,40,57,23,3,44,85,90,47,61,76,10,16,43
14:07:13 ,1,88,68,16,5,36,90,57,31,15,45,59,19
14:07:13 ,50,65,38,58,80,78,68,3,33,12,89,76,11
14:07:13 ,50,52,21,19,47,22,7,16,90,12,52,80,69
14:07:13 ,35,96,67,95,67,17,12,5,28,92,35,96,48
14:07:13 ,68,60,37,96,71,39,1,44,58,48,19,18,64
14:07:13 ,9,82,68,42,4,56,90,71,51,57,88,15,62
14:07:13 ,16,7,97,64,55,17,76,44,14,47,36,15,44
14:07:13 ,94,15,63,64,80,72,47,0,14,51,56,4,74
14:07:13 ,59,13,62,74,75,31,82,24,47,89,42,24,86
14:07:13 ,8,23,22,75,67,68,90,82,33,22,7,80,23
14:07:13 ,21,83,79,78,57,39,91,71,65,19,2,99,43
14:07:13 ,2,89,37,78,27,97,1,49,24,21,69,67,55
14:07:13 ,2,89,62,82,64,36,65,96,66,74,87,9,46
14:07:13 ,52,28,0,52,24,2,93,13,80,72,11,34,73
14:07:13 ,35,7,42,54,62,45,96,77,79,60,13,45,8
14:07:13 ,79,71,95,88,17,0,69,18,4,93,20,97,58
14:07:13 ,53,69,69,39,42,57,46,84,11,60,81,7,37
14:07:13 ,61,20,50,58,28,81,29,76,22,47,76,91,65
14:07:13 ,80,36,37,29,94,42,50,16,81,44,25,79,80
14:07:13 ,88,40,62,48,77,23,68,80,33,48,61,62,24
14:07:13 ,83,9,0,26,26,32,14,64,61,9,58,11,77
14:07:13 ,40,7,2,19,88,90,11,2,38,41,25,58,21
14:07:13 ,58,7,34,72,31,70,82,84,96,60,16,11,76
14:07:13 ,30,72,35,93,1,27,1,3,98,41,45,10,43
14:07:13 ,84,51,68,42,72,78,49,58,50,33,28,84,17
14:07:13 ,25,45,85,88,73,15,12,8,9,13,35,62,68
14:07:13 ,34,3,13,44,46,49,47,66,92,71,96,93,29
14:07:13 ,46,26,58,83,95,35,80,81,75,53,48,87,14
14:07:13 ,9,52,49,71,72,35,26,37,31,72,87,78,90
14:07:13 ,79,49,86,24,79,85,51,89,68,98,24,0,31
14:07:13 ,99,5,80,38,19,89,42,21,13,66,56,39,3
14:07:13 ,88,64,90,66,54,69,68,41,46,99,26,49,88
14:07:13 ,46,47,64,46,79,15,3,11,53,23,52,47,44
14:07:13 ,65,13,0,57,16,40,21,7,59,27,28,27,68
14:07:13 ,74,78,46,23,18,92,23,82,90,54,97,94,65
14:07:13 ,2,69,17,49,65,83,62,17,92,30,58,65,37
14:07:13 ,17,92,66,96,13,92,74,59,68,92,4,91,26
14:07:13 ,46,45,23,92,62,25,13,79,26,78,14,40,96
14:07:13 ,6,70,6,71,8,23,16,26,71,29,18,97,40
14:07:13 ,38,41,96,81,67,95,78,42,87,40,67,53,20
14:07:13 ,45,31,86,85,79,45,55,85,16,63,60,84,41
14:07:13 ,31,13,12,80,6,50,21,2,32,88,97,10,30
14:07:13 ,37,3,49,90,23,46,73,61,31,53,6,87,90
14:07:13 ,75,2,51,59,44,34,25,8,67,31,58,88,85
14:07:13 ,42,29,35,5,11,72,8,13,14,83,59,39,44
14:07:13 ,91,92,3,30,35,78,84,38,89,28,72,14,88
14:07:13 ,39,97,47,80,35,41,9,70,46,20,94,54,33
14:07:13 ,60,37,45,99,34,88,44,37,18,79,67,2,17
14:07:13 ,56,83,41,23,71,33,72,70,13,59,12,74,29
14:07:13 ,10,46,75,65,32,35,54,77,87,40,65,31,29
14:07:13 ,35,62,96,37,31,5,72,72,28,96,57,52,66
14:07:13 ,70,12,30,96,93,41,43,69,58,75,56,12,52
14:07:13 ,43,5,69,26,34,4,88,31,93,19,88,18,44
14:07:13 ,68,14,1,20,80,24,84,11,20,78,4,63,99
14:07:13 ,62,90,55,26,94,51,31,63,77,66,19,18,49
14:07:13 ,65,89,37,83,33,5,97,87,25,77,11,62,40
14:07:13 ,31,40,44,47,91,58,89,46,85,84,49,16,99
14:07:13 ,79,82,19,97,83,84,38,20,19,24,77,16,11
14:07:13 ,55,45,22,17,86,5,57,82,4,0,41,94,98
14:07:13 ,26,30,48,94,29,27,29,0,76,12,84,66,85
14:07:13 ,55,90,62,71,1,17,17,75,34,55,33,43,37
14:07:13 ,37,43,30,83,42,8,13,90,3,43,69,32,43
14:07:13 ,97,44,80,63,81,35,6,44,7,7,61,76,83
14:07:13 ,96,31,68,91,20,5,35,3,89,77,11,54,19
14:07:13 ,66,97,40,98,93,89,95,25,4,76,12,10,72
14:07:13 ,19,70,34,47,5,82,30,73,73,51,78,8,54
14:07:13 ,19,37,17,26,8,84,23,0,34,68,89,81,93
14:07:13 ,46,10,6,56,82,77,26,16,77,31,98,7,4
14:07:13 ,72,10,35,32,64,6,22,34,32,30,70,8,83
14:07:13 ,4,76,72,38,22,18,48,80,27,30,9,53,99
14:07:13 ,86,37,97,46,93,21,56,28,6,73,35,28,7
14:07:13 ,67,10,29,75,93,85,4,18,23,78,88,71,58
14:07:13 ,15,54,19,21,53,58,10,2,4,3,76,12,32
14:07:13 ,82,85,19,10,44,38,72,73,66,66,59,70,36
14:07:13 ,82,0,24,6,10,92,12,29,65,65,39,75,19
14:07:13 ,43,30,95,56,14,77,93,33,39,38,24,64,11
14:07:14 ,90,30,22,12,18,57,12,94,15,74,38,27,3
14:07:14 ,3,92,43,30,63,38,61,59,46,27,36,40,13
14:07:14 ,28,78,37,92,41,79,74,16,43,92,25,7,38
14:07:14 ,40,81,77,67,36,32,11,79,63,74,70,76,85
14:07:14 ,16,3,74,8,16,2,86,5,46,80,84,20,48
14:07:14 ,79,64,73,86,2,13,67,31,32,4,64,95,35
14:07:14 ,27,21,57,55,7,74,58,81,34,27,35,73,84
14:07:14 ,81,53,21,53,53,0,17,26,87,71,91,6,3
14:07:14 ,75,62,67,22,50,46,43,7,1,2,33,11,83
14:07:14 ,68,90,18,41,75,51,46,96,4,99,48,21,77
14:07:14 ,87,45,20,94,48,95,8,67,17,58,13,12,66
14:07:14 ,14,15,99,77,50,19,68,21,60,43,72,58,91
14:07:14 ,77,57,39,50,86,27,95,6,73,95,1,81,62
14:07:14 ,70,92,27,83,58,93,50,9,71,0,29,39,21
14:07:14 ,41,34,94,0,25,23,9,16,73,96,95,21,2
14:07:14 ,20,16,56,2,31,78,94,58,13,4,52,63,65
14:07:14 ,23,16,46,14,37,88,48,83,40,73,6,49,41
14:07:14 ,32,97,37,53,52,57,21,8,11,52,38,57,11
14:07:14 ,52,13,15,67,79,38,83,25,4,73,65,52,56
14:07:14 ,5,77,15,7,18,99,4,55,52,56,65,73,16
14:07:14 ,28,26,55,38,89,59,51,4,26,82,94,10,8
14:07:14 ,98,35,73,2,43,31,79,58,38,97,57,42,5
